Strain,Rec,date,transfer,plateID,wellID,wellCol,wellRow,Treatment,Replicate,Environment,OD
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,B6,6,B,RIF only,2,R,0.64
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,C1,1,C,RIF only,3,X,0.74
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,C2,2,C,RIF only,3,X,0.746
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,C3,3,C,RIF only,3,X,0.77
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,C4,4,C,RIF only,3,R,0.747
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,C5,5,C,RIF only,3,R,0.753
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,C6,6,C,RIF only,3,R,0.739
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,D1,1,D,RIF only,4,X,0.547
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,D2,2,D,RIF only,4,X,1.156
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,D3,3,D,RIF only,4,X,0.658
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,D4,4,D,RIF only,4,R,0.747
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,D5,5,D,RIF only,4,R,0.753
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,D6,6,D,RIF only,4,R,0.684
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,A1,1,A,Mixed,1,X,1.174
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,A2,2,A,Mixed,1,X,0.671
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,A3,3,A,Mixed,1,X,0.701
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,A4,4,A,Mixed,1,S,0.782
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,A5,5,A,Mixed,1,R,0.647
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,A6,6,A,Mixed,1,B,0.086
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,B1,1,B,Mixed,2,X,0.836
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,B2,2,B,Mixed,2,X,0.682
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,B3,3,B,Mixed,2,X,0.621
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,B4,4,B,Mixed,2,S,0.773
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,B5,5,B,Mixed,2,R,0.681
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,B6,6,B,Mixed,2,B,0.073
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,C1,1,C,Mixed,3,X,0.73
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,C2,2,C,Mixed,3,X,0.707
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,C3,3,C,Mixed,3,X,0.746
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,C4,4,C,Mixed,3,S,0.822
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,C5,5,C,Mixed,3,R,0.807
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,C6,6,C,Mixed,3,B,0.082
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,D1,1,D,Mixed,4,X,0.812
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,D2,2,D,Mixed,4,X,0.846
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,D3,3,D,Mixed,4,X,0.874
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,D4,4,D,Mixed,4,S,0.871
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,D5,5,D,Mixed,4,R,0.943
AB13,Rec-,050820,T08,MIX AB3 SHIFT 1,D6,6,D,Mixed,4,B,0.072
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,A1,1,A,Combination,1,X,0.981
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,A2,2,A,Combination,1,X,0.751
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,A3,3,A,Combination,1,X,0.678
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,A4,4,A,Combination,1,B,0.069
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,A5,5,A,Combination,1,B,0.066
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,A6,6,A,Combination,1,B,0.068
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,B1,1,B,Combination,2,X,0.778
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,B2,2,B,Combination,2,X,0.71
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,B3,3,B,Combination,2,X,0.737
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,B4,4,B,Combination,2,B,0.068
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,B5,5,B,Combination,2,B,0.081
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,B6,6,B,Combination,2,B,0.067
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,C1,1,C,Combination,3,X,0.834
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,C2,2,C,Combination,3,X,0.724
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,C3,3,C,Combination,3,X,0.75
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,C4,4,C,Combination,3,B,0.067
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,C5,5,C,Combination,3,B,0.067
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,C6,6,C,Combination,3,B,0.067
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,D1,1,D,Combination,4,X,0.842
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,D2,2,D,Combination,4,X,0.795
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,D3,3,D,Combination,4,X,0.787
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,D4,4,D,Combination,4,B,0.072
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,D5,5,D,Combination,4,B,0.067
AB13,Rec-,050820,T08,CMB AB3 SHIFT 1,D6,6,D,Combination,4,B,0.068
AB13,Rec-,050820,T08,NOD SHIFT 1,A1,1,A,No drug,1,X,1.061
AB13,Rec-,050820,T08,NOD SHIFT 1,A2,2,A,No drug,1,X,1.128
AB13,Rec-,050820,T08,NOD SHIFT 1,A3,3,A,No drug,1,X,1.103
AB13,Rec-,050820,T08,NOD SHIFT 1,A4,4,A,No drug,1,X,1.211
AB13,Rec-,050820,T08,NOD SHIFT 1,A5,5,A,No drug,1,X,1.06
AB13,Rec-,050820,T08,NOD SHIFT 1,A6,6,A,No drug,1,X,1.331
AB13,Rec-,050820,T08,NOD SHIFT 1,B1,1,B,No drug,2,X,1.053
AB13,Rec-,050820,T08,NOD SHIFT 1,B2,2,B,No drug,2,X,1.161
AB13,Rec-,050820,T08,NOD SHIFT 1,B3,3,B,No drug,2,X,1.048
AB13,Rec-,050820,T08,NOD SHIFT 1,B4,4,B,No drug,2,X,1.108
AB13,Rec-,050820,T08,NOD SHIFT 1,B5,5,B,No drug,2,X,1.242
AB13,Rec-,050820,T08,NOD SHIFT 1,B6,6,B,No drug,2,X,1.145
AB13,Rec-,050820,T08,NOD SHIFT 1,C1,1,C,No drug,3,X,1.448
AB13,Rec-,050820,T08,NOD SHIFT 1,C2,2,C,No drug,3,X,0.69
AB13,Rec-,050820,T08,NOD SHIFT 1,C3,3,C,No drug,3,X,0.619
AB13,Rec-,050820,T08,NOD SHIFT 1,C4,4,C,No drug,3,X,0.602
AB13,Rec-,050820,T08,NOD SHIFT 1,C5,5,C,No drug,3,X,0.63
AB13,Rec-,050820,T08,NOD SHIFT 1,C6,6,C,No drug,3,X,0.716
AB13,Rec-,050820,T08,NOD SHIFT 1,D1,1,D,No drug,4,X,0.957
AB13,Rec-,050820,T08,NOD SHIFT 1,D2,2,D,No drug,4,X,0.738
AB13,Rec-,050820,T08,NOD SHIFT 1,D3,3,D,No drug,4,X,0.658
AB13,Rec-,050820,T08,NOD SHIFT 1,D4,4,D,No drug,4,X,0.703
AB13,Rec-,050820,T08,NOD SHIFT 1,D5,5,D,No drug,4,X,0.768
AB13,Rec-,050820,T08,NOD SHIFT 1,D6,6,D,No drug,4,X,0.757
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,A1,1,A,STP only,5,X,1.655
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,A2,2,A,STP only,5,X,1.805
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,A3,3,A,STP only,5,X,1.823
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,A4,4,A,STP only,5,S,0.766
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,A5,5,A,STP only,5,S,0.705
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,A6,6,A,STP only,5,S,0.675
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,B1,1,B,STP only,6,X,1.787
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,B2,2,B,STP only,6,X,1.61
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,B3,3,B,STP only,6,X,1.715
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,B4,4,B,STP only,6,S,1.001
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,B5,5,B,STP only,6,S,0.973
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,B6,6,B,STP only,6,S,1.025
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,C1,1,C,STP only,7,X,1.769
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,C2,2,C,STP only,7,X,1.738
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,C3,3,C,STP only,7,X,1.829
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,C4,4,C,STP only,7,S,0.822
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,C5,5,C,STP only,7,S,0.797
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,C6,6,C,STP only,7,S,0.804
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,D1,1,D,STP only,8,X,1.731
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,D2,2,D,STP only,8,X,1.788
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,D3,3,D,STP only,8,X,1.643
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,D4,4,D,STP only,8,S,0.796
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,D5,5,D,STP only,8,S,0.773
AB13,Rec-,050820,T08,STR AB3 SHIFT 2,D6,6,D,STP only,8,S,0.754
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,A1,1,A,RIF only,5,X,1.61
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,A2,2,A,RIF only,5,X,1.665
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,A3,3,A,RIF only,5,X,1.685
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,A4,4,A,RIF only,5,R,0.793
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,A5,5,A,RIF only,5,R,0.716
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,A6,6,A,RIF only,5,R,0.642
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,B1,1,B,RIF only,6,X,1.746
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,B2,2,B,RIF only,6,X,1.634
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,B3,3,B,RIF only,6,X,1.748
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,B4,4,B,RIF only,6,R,0.645
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,B5,5,B,RIF only,6,R,0.674
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,B6,6,B,RIF only,6,R,0.627
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,C1,1,C,RIF only,7,X,1.824
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,C2,2,C,RIF only,7,X,1.898
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,C3,3,C,RIF only,7,X,1.753
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,C4,4,C,RIF only,7,R,0.77
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,C5,5,C,RIF only,7,R,0.666
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,C6,6,C,RIF only,7,R,0.516
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,D1,1,D,RIF only,8,X,1.774
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,D2,2,D,RIF only,8,X,1.642
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,D3,3,D,RIF only,8,X,1.677
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,D4,4,D,RIF only,8,R,0.83
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,D5,5,D,RIF only,8,R,0.72
AB13,Rec-,050820,T08,RIF AB3 SHIFT 2,D6,6,D,RIF only,8,R,0.657
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,A1,1,A,Mixed,5,X,1.623
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,A2,2,A,Mixed,5,X,1.483
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,A3,3,A,Mixed,5,X,1.494
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,A4,4,A,Mixed,5,S,0.744
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,A5,5,A,Mixed,5,R,0.717
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,A6,6,A,Mixed,5,B,0.502
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,B1,1,B,Mixed,6,X,1.672
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,B2,2,B,Mixed,6,X,1.78
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,B3,3,B,Mixed,6,X,1.661
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,B4,4,B,Mixed,6,S,0.808
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,B5,5,B,Mixed,6,R,0.553
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,B6,6,B,Mixed,6,B,0.075
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,C1,1,C,Mixed,7,X,1.707
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,C2,2,C,Mixed,7,X,1.47
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,C3,3,C,Mixed,7,X,1.501
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,C4,4,C,Mixed,7,S,0.845
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,C5,5,C,Mixed,7,R,0.719
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,C6,6,C,Mixed,7,B,0.085
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,D1,1,D,Mixed,8,X,1.67
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,D2,2,D,Mixed,8,X,1.511
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,D3,3,D,Mixed,8,X,1.515
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,D4,4,D,Mixed,8,S,0.771
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,D5,5,D,Mixed,8,R,0.899
AB13,Rec-,050820,T08,MIX AB3 SHIFT 2,D6,6,D,Mixed,8,B,0.071
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,A1,1,A,Combination,5,X,0.918
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,A2,2,A,Combination,5,X,0.801
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,A3,3,A,Combination,5,X,0.494
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,A4,4,A,Combination,5,B,0.071
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,A5,5,A,Combination,5,B,0.067
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,A6,6,A,Combination,5,B,0.069
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,B1,1,B,Combination,6,X,1.45
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,B2,2,B,Combination,6,X,1.279
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,B3,3,B,Combination,6,X,1.203
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,B4,4,B,Combination,6,B,0.152
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,B5,5,B,Combination,6,B,0.148
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,B6,6,B,Combination,6,B,0.16
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,C1,1,C,Combination,7,X,1.218
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,C2,2,C,Combination,7,X,1.219
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,C3,3,C,Combination,7,X,1.12
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,C4,4,C,Combination,7,B,0.071
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,C5,5,C,Combination,7,B,0.086
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,C6,6,C,Combination,7,B,0.068
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,D1,1,D,Combination,8,X,1.121
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,D2,2,D,Combination,8,X,0.879
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,D3,3,D,Combination,8,X,0.792
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,D4,4,D,Combination,8,B,0.073
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,D5,5,D,Combination,8,B,0.065
AB13,Rec-,050820,T08,CMB AB3 SHIFT 2,D6,6,D,Combination,8,B,0.068
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,A1,1,A,No drug,5,X,0
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,A2,2,A,No drug,5,X,0
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,A3,3,A,No drug,5,X,0
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,A4,4,A,No drug,5,X,0
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,A5,5,A,No drug,5,X,0
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,A6,6,A,No drug,5,X,0
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,B1,1,B,No drug,6,X,0
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,B2,2,B,No drug,6,X,0
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,B3,3,B,No drug,6,X,0
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,B4,4,B,No drug,6,X,0
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,B5,5,B,No drug,6,X,0
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,B6,6,B,No drug,6,X,0
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,C1,1,C,No drug,7,X,1.061
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,C2,2,C,No drug,7,X,1.128
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,C3,3,C,No drug,7,X,1.103
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,C4,4,C,No drug,7,X,1.211
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,C5,5,C,No drug,7,X,1.06
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,C6,6,C,No drug,7,X,1.331
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,D1,1,D,No drug,8,X,1.053
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,D2,2,D,No drug,8,X,1.161
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,D3,3,D,No drug,8,X,1.048
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,D4,4,D,No drug,8,X,1.108
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,D5,5,D,No drug,8,X,1.242
AB13,Rec-,050820,T08,NOD 1 SHIFT 2,D6,6,D,No drug,8,X,1.145
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,A1,1,A,STP only,1,X,0.81
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,A2,2,A,STP only,1,X,0.692
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,A3,3,A,STP only,1,X,0.686
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,A4,4,A,STP only,1,S,0.707
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,A5,5,A,STP only,1,S,0.732
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,A6,6,A,STP only,1,S,0.734
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,B1,1,B,STP only,2,X,0.891
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,B2,2,B,STP only,2,X,0.687
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,B3,3,B,STP only,2,X,0.678
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,B4,4,B,STP only,2,S,0.713
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,B5,5,B,STP only,2,S,0.724
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,B6,6,B,STP only,2,S,0.72
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,C1,1,C,STP only,3,X,0.887
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,C2,2,C,STP only,3,X,0.706
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,C3,3,C,STP only,3,X,0.69
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,C4,4,C,STP only,3,S,0.734
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,C5,5,C,STP only,3,S,0.75
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,C6,6,C,STP only,3,S,0.767
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,D1,1,D,STP only,4,X,0.822
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,D2,2,D,STP only,4,X,0.75
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,D3,3,D,STP only,4,X,0.751
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,D4,4,D,STP only,4,S,0.841
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,D5,5,D,STP only,4,S,0.852
AB13,Rec-,060820,T09,STR AB3 SHIFT 1,D6,6,D,STP only,4,S,0.826
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,A1,1,A,RIF only,1,X,1.183
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,A2,2,A,RIF only,1,X,0.825
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,A3,3,A,RIF only,1,X,0.678
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,A4,4,A,RIF only,1,R,0.7
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,A5,5,A,RIF only,1,R,0.717
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,A6,6,A,RIF only,1,R,0.66
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,B1,1,B,RIF only,2,X,1.028
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,B2,2,B,RIF only,2,X,0.787
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,B3,3,B,RIF only,2,X,0.666
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,B4,4,B,RIF only,2,R,0.689
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,B5,5,B,RIF only,2,R,0.706
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,B6,6,B,RIF only,2,R,0.686
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,C1,1,C,RIF only,3,X,0.919
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,C2,2,C,RIF only,3,X,0.755
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,C3,3,C,RIF only,3,X,0.697
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,C4,4,C,RIF only,3,R,0.723
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,C5,5,C,RIF only,3,R,0.776
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,C6,6,C,RIF only,3,R,0.784
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,D1,1,D,RIF only,4,X,1.041
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,D2,2,D,RIF only,4,X,0.99
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,D3,3,D,RIF only,4,X,0.753
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,D4,4,D,RIF only,4,R,0.79
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,D5,5,D,RIF only,4,R,0.836
AB13,Rec-,060820,T09,RIF AB3 SHIFT 1,D6,6,D,RIF only,4,R,0.787
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,A1,1,A,Mixed,1,X,0.867
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,A2,2,A,Mixed,1,X,0.673
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,A3,3,A,Mixed,1,X,0.616
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,A4,4,A,Mixed,1,S,0.738
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,A5,5,A,Mixed,1,R,0.62
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,A6,6,A,Mixed,1,B,0.082
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,B1,1,B,Mixed,2,X,0.909
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,B2,2,B,Mixed,2,X,0.666
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,B3,3,B,Mixed,2,X,0.667
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,B4,4,B,Mixed,2,S,0.779
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,B5,5,B,Mixed,2,R,0.639
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,B6,6,B,Mixed,2,B,0.071
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,C1,1,C,Mixed,3,X,0.901
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,C2,2,C,Mixed,3,X,0.727
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,C3,3,C,Mixed,3,X,0.653
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,C4,4,C,Mixed,3,S,0.735
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,C5,5,C,Mixed,3,R,0.789
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,C6,6,C,Mixed,3,B,0.071
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,D1,1,D,Mixed,4,X,1.117
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,D2,2,D,Mixed,4,X,0.768
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,D3,3,D,Mixed,4,X,0.596
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,D4,4,D,Mixed,4,S,0.805
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,D5,5,D,Mixed,4,R,0.837
AB13,Rec-,060820,T09,MIX AB3 SHIFT 1,D6,6,D,Mixed,4,B,0.071
AB13,Rec-,060820,T09,CMB AB3 SHIFT 1,A1,1,A,Combination,1,X,0.872
AB13,Rec-,060820,T09,CMB AB3 SHIFT 1,A2,2,A,Combination,1,X,0.69
AB13,Rec-,060820,T09,CMB AB3 SHIFT 1,A3,3,A,Combination,1,X,0.627
AB13,Rec-,060820,T09,CMB AB3 SHIFT 1,A4,4,A,Combination,1,B,0.067
AB13,Rec-,060820,T09,CMB AB3 SHIFT 1,A5,5,A,Combination,1,B,0.065
AB13,Rec-,060820,T09,CMB AB3 SHIFT 1,A6,6,A,Combination,1,B,0.066
AB13,Rec-,060820,T09,CMB AB3 SHIFT 1,B1,1,B,Combination,2,X,0.833
AB13,Rec-,060820,T09,CMB AB3 SHIFT 1,B2,2,B,Combination,2,X,0.81
