Strain,Rec,date,transfer,plateID,wellID,wellCol,wellRow,Treatment,Replicate,Environment,OD
AB13,Rec-,030820,T06,NOD 1 SHIFT 2,C1,1,C,No drug,7,X,1.111
AB13,Rec-,030820,T06,NOD 1 SHIFT 2,C2,2,C,No drug,7,X,0.797
AB13,Rec-,030820,T06,NOD 1 SHIFT 2,C3,3,C,No drug,7,X,1.132
AB13,Rec-,030820,T06,NOD 1 SHIFT 2,C4,4,C,No drug,7,X,0.989
AB13,Rec-,030820,T06,NOD 1 SHIFT 2,C5,5,C,No drug,7,X,1.059
AB13,Rec-,030820,T06,NOD 1 SHIFT 2,C6,6,C,No drug,7,X,1.168
AB13,Rec-,030820,T06,NOD 1 SHIFT 2,D1,1,D,No drug,8,X,0.939
AB13,Rec-,030820,T06,NOD 1 SHIFT 2,D2,2,D,No drug,8,X,1.353
AB13,Rec-,030820,T06,NOD 1 SHIFT 2,D3,3,D,No drug,8,X,0.994
AB13,Rec-,030820,T06,NOD 1 SHIFT 2,D4,4,D,No drug,8,X,1.042
AB13,Rec-,030820,T06,NOD 1 SHIFT 2,D5,5,D,No drug,8,X,1.308
AB13,Rec-,030820,T06,NOD 1 SHIFT 2,D6,6,D,No drug,8,X,1.338
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,A1,1,A,STP only,1,X,1.549
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,A2,2,A,STP only,1,X,1.016
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,A3,3,A,STP only,1,X,0.854
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,A4,4,A,STP only,1,S,0.811
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,A5,5,A,STP only,1,S,0.809
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,A6,6,A,STP only,1,S,0.862
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,B1,1,B,STP only,2,X,0.803
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,B2,2,B,STP only,2,X,0.785
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,B3,3,B,STP only,2,X,0.753
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,B4,4,B,STP only,2,S,0.755
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,B5,5,B,STP only,2,S,0.756
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,B6,6,B,STP only,2,S,0.883
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,C1,1,C,STP only,3,X,0.849
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,C2,2,C,STP only,3,X,0.772
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,C3,3,C,STP only,3,X,0.779
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,C4,4,C,STP only,3,S,0.774
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,C5,5,C,STP only,3,S,0.79
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,C6,6,C,STP only,3,S,0.861
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,D1,1,D,STP only,4,X,1.092
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,D2,2,D,STP only,4,X,0.915
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,D3,3,D,STP only,4,X,0.764
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,D4,4,D,STP only,4,S,0.776
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,D5,5,D,STP only,4,S,0.772
AB13,Rec-,040820,T07,STR AB3 SHIFT 1,D6,6,D,STP only,4,S,0.851
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,A1,1,A,RIF only,1,X,1.159
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,A2,2,A,RIF only,1,X,0.888
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,A3,3,A,RIF only,1,X,0.66
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,A4,4,A,RIF only,1,R,0.855
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,A5,5,A,RIF only,1,R,0.778
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,A6,6,A,RIF only,1,R,0.887
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,B1,1,B,RIF only,2,X,1.234
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,B2,2,B,RIF only,2,X,0.857
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,B3,3,B,RIF only,2,X,0.726
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,B4,4,B,RIF only,2,R,0.526
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,B5,5,B,RIF only,2,R,0.562
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,B6,6,B,RIF only,2,R,0.631
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,C1,1,C,RIF only,3,X,0.926
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,C2,2,C,RIF only,3,X,0.756
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,C3,3,C,RIF only,3,X,0.684
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,C4,4,C,RIF only,3,R,0.693
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,C5,5,C,RIF only,3,R,0.715
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,C6,6,C,RIF only,3,R,0.705
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,D1,1,D,RIF only,4,X,1.398
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,D2,2,D,RIF only,4,X,1.052
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,D3,3,D,RIF only,4,X,1.165
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,D4,4,D,RIF only,4,R,0.793
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,D5,5,D,RIF only,4,R,0.756
AB13,Rec-,040820,T07,RIF AB3 SHIFT 1,D6,6,D,RIF only,4,R,0.559
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,A1,1,A,Mixed,1,X,1.414
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,A2,2,A,Mixed,1,X,1.424
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,A3,3,A,Mixed,1,X,1.051
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,A4,4,A,Mixed,1,S,0.995
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,A5,5,A,Mixed,1,R,0.994
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,A6,6,A,Mixed,1,B,0.075
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,B1,1,B,Mixed,2,X,1.461
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,B2,2,B,Mixed,2,X,1.125
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,B3,3,B,Mixed,2,X,0.908
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,B4,4,B,Mixed,2,S,0.861
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,B5,5,B,Mixed,2,R,0.736
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,B6,6,B,Mixed,2,B,0.081
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,C1,1,C,Mixed,3,X,0.717
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,C2,2,C,Mixed,3,X,0.749
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,C3,3,C,Mixed,3,X,0.711
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,C4,4,C,Mixed,3,S,0.783
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,C5,5,C,Mixed,3,R,0.688
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,C6,6,C,Mixed,3,B,0.072
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,D1,1,D,Mixed,4,X,0.704
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,D2,2,D,Mixed,4,X,0.632
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,D3,3,D,Mixed,4,X,0.64
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,D4,4,D,Mixed,4,S,0.718
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,D5,5,D,Mixed,4,R,0.571
AB13,Rec-,040820,T07,MIX AB3 SHIFT 1,D6,6,D,Mixed,4,B,0.072
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,A1,1,A,Combination,1,X,1.055
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,A2,2,A,Combination,1,X,0.783
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,A3,3,A,Combination,1,X,0.709
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,A4,4,A,Combination,1,B,0.069
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,A5,5,A,Combination,1,B,0.067
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,A6,6,A,Combination,1,B,0.068
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,B1,1,B,Combination,2,X,0.973
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,B2,2,B,Combination,2,X,0.697
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,B3,3,B,Combination,2,X,0.642
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,B4,4,B,Combination,2,B,0.068
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,B5,5,B,Combination,2,B,0.068
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,B6,6,B,Combination,2,B,0.068
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,C1,1,C,Combination,3,X,0.866
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,C2,2,C,Combination,3,X,0.706
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,C3,3,C,Combination,3,X,0.811
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,C4,4,C,Combination,3,B,0.089
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,C5,5,C,Combination,3,B,0.072
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,C6,6,C,Combination,3,B,0.067
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,D1,1,D,Combination,4,X,1.232
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,D2,2,D,Combination,4,X,1.165
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,D3,3,D,Combination,4,X,0.927
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,D4,4,D,Combination,4,B,0.069
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,D5,5,D,Combination,4,B,0.068
AB13,Rec-,040820,T07,CMB AB3 SHIFT 1,D6,6,D,Combination,4,B,0.068
AB13,Rec-,040820,T07,NOD SHIFT 1,A1,1,A,No drug,1,X,0.821
AB13,Rec-,040820,T07,NOD SHIFT 1,A2,2,A,No drug,1,X,0.918
AB13,Rec-,040820,T07,NOD SHIFT 1,A3,3,A,No drug,1,X,0.952
AB13,Rec-,040820,T07,NOD SHIFT 1,A4,4,A,No drug,1,X,1.078
AB13,Rec-,040820,T07,NOD SHIFT 1,A5,5,A,No drug,1,X,1.051
AB13,Rec-,040820,T07,NOD SHIFT 1,A6,6,A,No drug,1,X,1.03
AB13,Rec-,040820,T07,NOD SHIFT 1,B1,1,B,No drug,2,X,1.006
AB13,Rec-,040820,T07,NOD SHIFT 1,B2,2,B,No drug,2,X,1.005
AB13,Rec-,040820,T07,NOD SHIFT 1,B3,3,B,No drug,2,X,0.979
AB13,Rec-,040820,T07,NOD SHIFT 1,B4,4,B,No drug,2,X,0.942
AB13,Rec-,040820,T07,NOD SHIFT 1,B5,5,B,No drug,2,X,1.049
AB13,Rec-,040820,T07,NOD SHIFT 1,B6,6,B,No drug,2,X,1.176
AB13,Rec-,040820,T07,NOD SHIFT 1,C1,1,C,No drug,3,X,1.224
AB13,Rec-,040820,T07,NOD SHIFT 1,C2,2,C,No drug,3,X,0.765
AB13,Rec-,040820,T07,NOD SHIFT 1,C3,3,C,No drug,3,X,0.626
AB13,Rec-,040820,T07,NOD SHIFT 1,C4,4,C,No drug,3,X,0.598
AB13,Rec-,040820,T07,NOD SHIFT 1,C5,5,C,No drug,3,X,0.624
AB13,Rec-,040820,T07,NOD SHIFT 1,C6,6,C,No drug,3,X,0.631
AB13,Rec-,040820,T07,NOD SHIFT 1,D1,1,D,No drug,4,X,0.054
AB13,Rec-,040820,T07,NOD SHIFT 1,D2,2,D,No drug,4,X,1.053
AB13,Rec-,040820,T07,NOD SHIFT 1,D3,3,D,No drug,4,X,0.654
AB13,Rec-,040820,T07,NOD SHIFT 1,D4,4,D,No drug,4,X,0.642
AB13,Rec-,040820,T07,NOD SHIFT 1,D5,5,D,No drug,4,X,0.656
AB13,Rec-,040820,T07,NOD SHIFT 1,D6,6,D,No drug,4,X,0.685
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,A1,1,A,STP only,5,X,1.852
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,A2,2,A,STP only,5,X,1.827
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,A3,3,A,STP only,5,X,1.785
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,A4,4,A,STP only,5,S,1.201
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,A5,5,A,STP only,5,S,1.228
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,A6,6,A,STP only,5,S,1.211
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,B1,1,B,STP only,6,X,1.785
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,B2,2,B,STP only,6,X,1.795
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,B3,3,B,STP only,6,X,1.644
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,B4,4,B,STP only,6,S,0.895
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,B5,5,B,STP only,6,S,0.908
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,B6,6,B,STP only,6,S,0.94
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,C1,1,C,STP only,7,X,1.854
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,C2,2,C,STP only,7,X,1.687
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,C3,3,C,STP only,7,X,1.697
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,C4,4,C,STP only,7,S,0.839
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,C5,5,C,STP only,7,S,0.833
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,C6,6,C,STP only,7,S,0.856
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,D1,1,D,STP only,8,X,1.79
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,D2,2,D,STP only,8,X,1.551
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,D3,3,D,STP only,8,X,1.583
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,D4,4,D,STP only,8,S,0.731
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,D5,5,D,STP only,8,S,0.742
AB13,Rec-,040820,T07,STR AB3 SHIFT 2,D6,6,D,STP only,8,S,1.138
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,A1,1,A,RIF only,5,X,1.498
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,A2,2,A,RIF only,5,X,1.459
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,A3,3,A,RIF only,5,X,1.467
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,A4,4,A,RIF only,5,R,1.114
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,A5,5,A,RIF only,5,R,1.042
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,A6,6,A,RIF only,5,R,0.973
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,B1,1,B,RIF only,6,X,1.293
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,B2,2,B,RIF only,6,X,1.573
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,B3,3,B,RIF only,6,X,1.469
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,B4,4,B,RIF only,6,R,0.887
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,B5,5,B,RIF only,6,R,0.927
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,B6,6,B,RIF only,6,R,0.925
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,C1,1,C,RIF only,7,X,1.657
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,C2,2,C,RIF only,7,X,1.712
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,C3,3,C,RIF only,7,X,1.562
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,C4,4,C,RIF only,7,R,0.813
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,C5,5,C,RIF only,7,R,0.826
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,C6,6,C,RIF only,7,R,0.685
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,D1,1,D,RIF only,8,X,1.618
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,D2,2,D,RIF only,8,X,1.379
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,D3,3,D,RIF only,8,X,1.746
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,D4,4,D,RIF only,8,R,0.827
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,D5,5,D,RIF only,8,R,0.813
AB13,Rec-,040820,T07,RIF AB3 SHIFT 2,D6,6,D,RIF only,8,R,1.115
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,A1,1,A,Mixed,5,X,1.706
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,A2,2,A,Mixed,5,X,1.942
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,A3,3,A,Mixed,5,X,1.466
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,A4,4,A,Mixed,5,S,1.015
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,A5,5,A,Mixed,5,R,1.066
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,A6,6,A,Mixed,5,B,0.393
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,B1,1,B,Mixed,6,X,1.838
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,B2,2,B,Mixed,6,X,1.627
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,B3,3,B,Mixed,6,X,1.565
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,B4,4,B,Mixed,6,S,0.909
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,B5,5,B,Mixed,6,R,0.924
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,B6,6,B,Mixed,6,B,0.071
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,C1,1,C,Mixed,7,X,1.391
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,C2,2,C,Mixed,7,X,1.431
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,C3,3,C,Mixed,7,X,1.618
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,C4,4,C,Mixed,7,S,0.852
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,C5,5,C,Mixed,7,R,0.77
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,C6,6,C,Mixed,7,B,0.072
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,D1,1,D,Mixed,8,X,0.831
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,D2,2,D,Mixed,8,X,0.63
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,D3,3,D,Mixed,8,X,1.145
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,D4,4,D,Mixed,8,S,0.775
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,D5,5,D,Mixed,8,R,0.748
AB13,Rec-,040820,T07,MIX AB3 SHIFT 2,D6,6,D,Mixed,8,B,0.073
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,A1,1,A,Combination,5,X,1.253
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,A2,2,A,Combination,5,X,1.309
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,A3,3,A,Combination,5,X,1.041
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,A4,4,A,Combination,5,B,0.069
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,A5,5,A,Combination,5,B,0.07
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,A6,6,A,Combination,5,B,0.071
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,B1,1,B,Combination,6,X,1.435
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,B2,2,B,Combination,6,X,1.473
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,B3,3,B,Combination,6,X,1.419
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,B4,4,B,Combination,6,B,0.077
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,B5,5,B,Combination,6,B,0.076
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,B6,6,B,Combination,6,B,0.201
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,C1,1,C,Combination,7,X,0.923
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,C2,2,C,Combination,7,X,0.763
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,C3,3,C,Combination,7,X,0.765
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,C4,4,C,Combination,7,B,0.069
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,C5,5,C,Combination,7,B,0.077
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,C6,6,C,Combination,7,B,0.067
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,D1,1,D,Combination,8,X,0.793
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,D2,2,D,Combination,8,X,0.666
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,D3,3,D,Combination,8,X,0.67
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,D4,4,D,Combination,8,B,0.07
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,D5,5,D,Combination,8,B,0.069
AB13,Rec-,040820,T07,CMB AB3 SHIFT 2,D6,6,D,Combination,8,B,0.066
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,A1,1,A,No drug,5,X,0
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,A2,2,A,No drug,5,X,0
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,A3,3,A,No drug,5,X,0
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,A4,4,A,No drug,5,X,0
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,A5,5,A,No drug,5,X,0
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,A6,6,A,No drug,5,X,0
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,B1,1,B,No drug,6,X,0
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,B2,2,B,No drug,6,X,0
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,B3,3,B,No drug,6,X,0
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,B4,4,B,No drug,6,X,0
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,B5,5,B,No drug,6,X,0
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,B6,6,B,No drug,6,X,0
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,C1,1,C,No drug,7,X,0.821
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,C2,2,C,No drug,7,X,0.918
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,C3,3,C,No drug,7,X,0.952
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,C4,4,C,No drug,7,X,1.078
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,C5,5,C,No drug,7,X,1.051
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,C6,6,C,No drug,7,X,1.03
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,D1,1,D,No drug,8,X,1.006
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,D2,2,D,No drug,8,X,1.005
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,D3,3,D,No drug,8,X,0.979
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,D4,4,D,No drug,8,X,0.942
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,D5,5,D,No drug,8,X,1.049
AB13,Rec-,040820,T07,NOD 1 SHIFT 2,D6,6,D,No drug,8,X,1.176
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,A1,1,A,STP only,1,X,0.887
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,A2,2,A,STP only,1,X,0.701
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,A3,3,A,STP only,1,X,0.7
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,A4,4,A,STP only,1,S,0.763
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,A5,5,A,STP only,1,S,0.78
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,A6,6,A,STP only,1,S,0.776
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,B1,1,B,STP only,2,X,0.788
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,B2,2,B,STP only,2,X,0.721
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,B3,3,B,STP only,2,X,0.719
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,B4,4,B,STP only,2,S,0.77
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,B5,5,B,STP only,2,S,0.769
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,B6,6,B,STP only,2,S,0.746
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,C1,1,C,STP only,3,X,0.849
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,C2,2,C,STP only,3,X,0.751
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,C3,3,C,STP only,3,X,0.751
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,C4,4,C,STP only,3,S,0.8
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,C5,5,C,STP only,3,S,0.801
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,C6,6,C,STP only,3,S,0.764
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,D1,1,D,STP only,4,X,1.022
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,D2,2,D,STP only,4,X,0.812
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,D3,3,D,STP only,4,X,0.806
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,D4,4,D,STP only,4,S,0.882
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,D5,5,D,STP only,4,S,0.883
AB13,Rec-,050820,T08,STR AB3 SHIFT 1,D6,6,D,STP only,4,S,0.884
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,A1,1,A,RIF only,1,X,0.83
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,A2,2,A,RIF only,1,X,0.764
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,A3,3,A,RIF only,1,X,0.63
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,A4,4,A,RIF only,1,R,0.727
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,A5,5,A,RIF only,1,R,0.671
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,A6,6,A,RIF only,1,R,0.783
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,B1,1,B,RIF only,2,X,0.951
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,B2,2,B,RIF only,2,X,0.707
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,B3,3,B,RIF only,2,X,0.637
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,B4,4,B,RIF only,2,R,0.644
AB13,Rec-,050820,T08,RIF AB3 SHIFT 1,B5,5,B,RIF only,2,R,0.605
